order_id,order_date,shift,channel,item_count,cancelled,issue_code,accept_min,prep_min,handover_min,wait_minutes,within_target
ORD-00633,2026-09-08,dinner,app,4,0,,1.03,4.47,0.64,6.14,1
ORD-00634,2026-09-08,dinner,app,3,0,payment,0.5,3.69,1.26,5.45,1
ORD-00635,2026-09-08,dinner,counter,4,0,stockout,1.15,10.9,0.51,12.56,0
ORD-00636,2026-09-08,dinner,counter,3,0,kitchen_rework,1.67,25.9,2.49,30.06,0
ORD-00637,2026-09-08,dinner,counter,2,0,,1.57,12.74,1.62,15.93,0
ORD-00638,2026-09-08,dinner,counter,1,0,,1.12,2.97,2.39,6.48,1
ORD-00639,2026-09-08,dinner,counter,2,0,,1.33,9.52,2.12,12.96,0
ORD-00640,2026-09-08,dinner,app,1,0,,0.73,5.63,1.96,8.31,1
ORD-00641,2026-09-08,dinner,app,2,0,,1.05,10.06,1.06,12.17,0
ORD-00642,2026-09-08,dinner,counter,4,0,,0.95,4.08,0.3,5.33,1
ORD-00643,2026-09-08,dinner,app,3,0,,1.26,9.9,1.84,12.99,0
ORD-00644,2026-09-08,dinner,app,3,0,,0.3,5.33,1.36,6.99,1
ORD-00645,2026-09-08,dinner,counter,1,0,,1.34,8.11,2.88,12.33,0
ORD-00646,2026-09-08,dinner,app,1,0,,0.52,9.79,1.53,11.83,1
ORD-00647,2026-09-08,dinner,app,4,0,,1.23,11.27,2.87,15.37,0
ORD-00648,2026-09-08,dinner,counter,2,0,,0.41,7.21,1.33,8.95,1
ORD-00649,2026-09-08,dinner,counter,3,0,,1.67,10.62,2.92,15.21,0
ORD-00650,2026-09-08,dinner,app,1,1,stockout,0.2,7.04,,,
ORD-00651,2026-09-09,breakfast,counter,3,0,,0.74,5.24,2.03,8.01,1
ORD-00652,2026-09-09,breakfast,app,3,0,,0.2,11.2,2.36,13.76,0
ORD-00653,2026-09-09,breakfast,app,4,0,,1.17,9.28,1.45,11.9,1
ORD-00654,2026-09-09,breakfast,counter,3,0,,1.27,12.46,2.08,15.8,0
ORD-00655,2026-09-09,breakfast,counter,1,1,,0.96,17.73,,,
ORD-00656,2026-09-09,breakfast,app,3,0,,0.2,6.07,1.5,7.77,1
ORD-00657,2026-09-09,breakfast,app,1,0,stockout,1.02,7.05,1.2,9.27,1
ORD-00658,2026-09-09,breakfast,app,3,0,,1.09,6.61,2.57,10.27,1
ORD-00659,2026-09-09,breakfast,counter,2,0,,1.65,9.76,2.15,13.56,0
ORD-00660,2026-09-09,breakfast,app,2,0,,1.58,7.11,0.62,9.31,1
ORD-00661,2026-09-09,breakfast,app,4,0,,0.2,12.03,0.3,12.53,0
ORD-00662,2026-09-09,breakfast,app,3,0,,1.51,16.12,1.0,18.63,0
ORD-00663,2026-09-09,breakfast,app,2,0,,1.56,9.83,0.99,12.38,0
ORD-00664,2026-09-09,breakfast,counter,1,0,,0.99,12.94,3.48,17.41,0
ORD-00665,2026-09-09,breakfast,app,2,0,,0.29,9.47,2.38,12.15,0
ORD-00666,2026-09-09,breakfast,counter,1,0,kitchen_rework,0.61,15.8,1.0,17.4,0
ORD-00667,2026-09-09,breakfast,app,2,0,,1.11,11.79,2.59,15.49,0
ORD-00668,2026-09-09,breakfast,app,2,0,,1.47,8.59,0.82,10.88,1
ORD-00669,2026-09-09,breakfast,counter,1,0,,0.26,14.95,0.84,16.05,0
ORD-00670,2026-09-09,breakfast,counter,1,0,,0.37,7.23,1.24,8.85,1
ORD-00671,2026-09-09,breakfast,app,1,0,,1.32,3.25,0.31,4.88,1
ORD-00672,2026-09-09,breakfast,app,4,0,,1.12,6.92,0.3,8.34,1
ORD-00673,2026-09-09,breakfast,app,3,0,,1.63,10.55,1.35,13.53,0
ORD-00674,2026-09-09,breakfast,counter,4,0,,0.43,11.42,1.05,12.9,0
ORD-00675,2026-09-09,breakfast,counter,1,0,,1.53,12.43,1.42,15.38,0
ORD-00676,2026-09-09,breakfast,app,4,0,,0.99,7.1,2.02,10.11,1
ORD-00677,2026-09-09,breakfast,app,3,0,payment,1.48,6.5,0.96,8.95,1
ORD-00678,2026-09-09,breakfast,app,1,0,,0.96,10.31,3.45,14.71,0
ORD-00679,2026-09-09,breakfast,app,2,0,,0.96,8.22,1.23,10.41,1
ORD-00680,2026-09-09,breakfast,app,4,0,,1.28,12.57,2.08,15.93,0
ORD-00681,2026-09-09,breakfast,app,3,1,,1.25,9.92,,,
ORD-00682,2026-09-09,breakfast,app,3,0,stockout,0.93,3.44,0.89,5.26,1
ORD-00683,2026-09-09,breakfast,app,1,0,,0.76,18.8,2.03,21.59,0
ORD-00684,2026-09-09,breakfast,counter,2,0,,1.1,13.33,0.98,15.41,0
ORD-00685,2026-09-09,breakfast,app,4,0,,0.63,5.39,1.59,7.61,1
ORD-00686,2026-09-09,breakfast,app,1,0,stockout,0.96,3.03,1.98,5.97,1
ORD-00687,2026-09-09,breakfast,app,3,0,,0.46,17.47,0.54,18.48,0
ORD-00688,2026-09-09,breakfast,counter,4,0,,0.83,11.62,2.69,15.15,0
ORD-00689,2026-09-09,breakfast,counter,1,0,,0.89,11.85,1.43,14.17,0
ORD-00690,2026-09-09,breakfast,app,1,0,,0.62,11.07,1.83,13.52,0
ORD-00691,2026-09-09,breakfast,app,2,0,,1.4,9.31,0.52,11.22,1
ORD-00692,2026-09-09,breakfast,counter,4,0,,1.17,10.45,0.86,12.47,0
ORD-00693,2026-09-09,breakfast,app,4,0,,0.33,5.9,0.4,6.63,1
ORD-00694,2026-09-09,breakfast,counter,2,0,,0.2,12.84,1.66,14.69,0
ORD-00695,2026-09-09,breakfast,counter,2,0,,1.56,9.21,1.32,12.08,0
ORD-00696,2026-09-09,breakfast,counter,1,0,,1.04,11.93,2.1,15.08,0
ORD-00697,2026-09-09,breakfast,counter,3,0,kitchen_rework,1.03,24.34,1.22,26.58,0
ORD-00698,2026-09-09,breakfast,counter,3,0,,1.37,11.28,1.39,14.05,0
ORD-00699,2026-09-09,breakfast,app,3,1,,0.9,14.49,,,
ORD-00700,2026-09-09,breakfast,app,2,0,,1.61,5.82,1.92,9.35,1
ORD-00701,2026-09-09,breakfast,app,4,0,,0.87,3.95,0.3,5.12,1
ORD-00702,2026-09-09,breakfast,app,2,0,,1.87,15.13,2.22,19.21,0
ORD-00703,2026-09-09,breakfast,counter,1,0,payment,0.2,6.12,1.17,7.49,1
ORD-00704,2026-09-09,breakfast,counter,3,0,,1.9,16.43,0.97,19.3,0
ORD-00705,2026-09-09,breakfast,counter,3,0,,1.29,9.18,2.07,12.53,0
ORD-00706,2026-09-09,breakfast,counter,2,0,,0.92,10.11,1.25,12.28,0
ORD-00707,2026-09-09,breakfast,counter,4,0,,0.2,9.98,1.43,11.62,1
ORD-00708,2026-09-09,breakfast,counter,1,0,stockout,0.51,7.06,1.07,8.64,1
ORD-00709,2026-09-09,breakfast,counter,3,0,,1.39,3.76,1.91,7.06,1
ORD-00710,2026-09-09,breakfast,app,4,0,,0.76,12.22,2.04,15.03,0
ORD-00711,2026-09-09,breakfast,counter,2,0,,0.9,4.01,1.46,6.37,1
ORD-00712,2026-09-09,breakfast,counter,3,0,,1.32,6.57,1.73,9.62,1
ORD-00713,2026-09-09,breakfast,app,4,0,,0.71,10.27,1.39,12.37,0
ORD-00714,2026-09-09,breakfast,counter,2,0,,1.48,14.16,2.13,17.77,0
ORD-00715,2026-09-09,breakfast,counter,4,0,,1.46,7.7,3.62,12.77,0
ORD-00716,2026-09-09,breakfast,app,4,0,,0.97,10.47,1.47,12.92,0
ORD-00717,2026-09-09,breakfast,counter,2,0,,1.51,14.09,2.54,18.14,0
ORD-00718,2026-09-09,breakfast,counter,2,0,,0.56,8.98,1.73,11.26,1
ORD-00719,2026-09-09,breakfast,counter,4,0,,0.74,14.01,0.3,15.05,0
ORD-00720,2026-09-09,breakfast,counter,2,0,,1.01,7.69,1.8,10.5,1
ORD-00721,2026-09-09,breakfast,app,4,0,,0.39,9.58,0.3,10.27,1
ORD-00722,2026-09-09,breakfast,app,1,0,kitchen_rework,0.99,21.6,0.85,23.44,0
ORD-00723,2026-09-09,breakfast,counter,4,0,,1.55,3.31,0.63,5.49,1
ORD-00724,2026-09-09,breakfast,app,4,0,kitchen_rework,1.16,21.77,3.04,25.98,0
ORD-00725,2026-09-09,breakfast,counter,2,0,,1.71,14.99,1.18,17.88,0
ORD-00726,2026-09-09,breakfast,counter,2,0,,1.96,8.34,2.43,12.73,0
ORD-00727,2026-09-09,breakfast,counter,3,0,,0.6,2.3,1.65,4.55,1
ORD-00728,2026-09-09,breakfast,app,3,0,,1.28,4.4,0.95,6.63,1
ORD-00729,2026-09-09,breakfast,app,1,0,kitchen_rework,1.22,28.46,2.02,31.7,0
ORD-00730,2026-09-09,breakfast,app,4,0,,0.99,5.27,0.65,6.91,1
ORD-00731,2026-09-09,breakfast,app,2,0,,0.95,10.4,2.24,13.59,0
ORD-00732,2026-09-09,breakfast,app,3,0,,0.5,5.6,1.15,7.25,1
ORD-00733,2026-09-09,breakfast,app,3,0,,1.28,9.02,2.71,13.01,0
ORD-00734,2026-09-09,breakfast,app,2,0,,1.09,16.31,1.63,19.03,0
ORD-00735,2026-09-09,breakfast,counter,3,0,,0.67,6.24,1.91,8.83,1
ORD-00736,2026-09-09,lunch,counter,3,0,,0.59,6.41,2.02,9.02,1
ORD-00737,2026-09-09,lunch,app,4,0,,0.68,7.05,1.27,9.0,1
ORD-00738,2026-09-09,lunch,app,1,0,,1.72,10.5,1.03,13.25,0
ORD-00739,2026-09-09,lunch,counter,2,0,,1.46,11.93,3.63,17.02,0
ORD-00740,2026-09-09,lunch,counter,2,0,,0.2,5.9,1.76,7.87,1
ORD-00741,2026-09-09,lunch,app,2,0,,0.74,6.99,1.27,9.0,1
ORD-00742,2026-09-09,lunch,counter,1,0,,1.07,9.55,1.82,12.43,0
ORD-00743,2026-09-09,lunch,app,3,0,,1.16,8.72,2.34,12.22,0
ORD-00744,2026-09-09,lunch,counter,3,0,,0.68,4.28,1.44,6.4,1
ORD-00745,2026-09-09,lunch,counter,4,0,,0.67,5.79,0.96,7.41,1
ORD-00746,2026-09-09,lunch,app,4,0,,1.3,13.94,2.73,17.96,0
ORD-00747,2026-09-09,lunch,app,2,0,,1.39,10.99,3.45,15.83,0
ORD-00748,2026-09-09,lunch,app,2,0,,1.07,7.05,1.62,9.74,1
ORD-00749,2026-09-09,lunch,counter,1,0,,0.7,5.67,1.6,7.97,1
ORD-00750,2026-09-09,lunch,app,4,0,,1.72,2.52,1.66,5.9,1
ORD-00751,2026-09-09,lunch,app,1,0,payment,1.11,10.69,0.3,12.1,0
ORD-00752,2026-09-09,lunch,counter,1,0,,0.67,5.61,1.05,7.33,1
ORD-00753,2026-09-09,lunch,counter,2,0,,1.07,12.58,1.2,14.84,0
ORD-00754,2026-09-09,lunch,counter,2,0,,1.8,11.07,2.16,15.02,0
ORD-00755,2026-09-09,lunch,app,3,0,stockout,1.54,4.4,0.3,6.24,1
ORD-00756,2026-09-09,lunch,counter,4,0,,1.0,11.06,1.37,13.43,0
ORD-00757,2026-09-09,lunch,app,3,0,,1.37,8.4,1.64,11.41,1
ORD-00758,2026-09-09,lunch,counter,3,0,,1.79,6.5,1.24,9.53,1
ORD-00759,2026-09-09,lunch,counter,3,0,,0.73,9.75,2.03,12.5,0
ORD-00760,2026-09-09,lunch,counter,2,0,,1.12,6.62,0.3,8.04,1
ORD-00761,2026-09-09,lunch,counter,1,0,,0.2,8.53,1.66,10.39,1
ORD-00762,2026-09-09,lunch,app,4,0,,1.01,8.63,1.46,11.1,1
ORD-00763,2026-09-09,lunch,app,2,0,stockout,0.89,11.54,1.4,13.83,0
ORD-00764,2026-09-09,lunch,app,4,0,,1.42,3.21,0.52,5.15,1
ORD-00765,2026-09-09,lunch,counter,3,0,,1.71,8.1,2.69,12.5,0
ORD-00766,2026-09-09,lunch,app,3,0,,1.14,7.43,0.75,9.33,1
ORD-00767,2026-09-09,lunch,counter,4,0,,1.13,7.43,1.7,10.26,1
ORD-00768,2026-09-09,lunch,counter,1,0,,1.51,10.27,3.57,15.36,0
ORD-00769,2026-09-09,lunch,counter,3,0,,1.72,6.3,0.96,8.98,1
ORD-00770,2026-09-09,lunch,app,3,0,,1.06,2.8,1.3,5.16,1
ORD-00771,2026-09-09,lunch,app,2,0,,0.43,6.29,1.31,8.03,1
ORD-00772,2026-09-09,lunch,app,3,0,,1.99,7.9,2.85,12.74,0
ORD-00773,2026-09-09,lunch,counter,2,0,,1.51,8.22,1.6,11.33,1
ORD-00774,2026-09-09,lunch,app,1,0,,1.18,8.52,1.2,10.9,1
ORD-00775,2026-09-09,lunch,app,1,0,,1.05,7.11,4.17,12.33,0
ORD-00776,2026-09-09,lunch,counter,1,0,,0.44,10.45,1.09,11.98,1
ORD-00777,2026-09-09,lunch,counter,4,0,,1.01,8.14,1.55,10.7,1
ORD-00778,2026-09-09,lunch,counter,2,0,,1.2,13.48,2.04,16.73,0
ORD-00779,2026-09-09,lunch,counter,2,0,,0.31,2.88,0.47,3.65,1
ORD-00780,2026-09-09,lunch,counter,1,0,payment,1.2,5.66,2.16,9.03,1
ORD-00781,2026-09-09,lunch,app,1,0,,0.84,8.03,1.6,10.48,1
ORD-00782,2026-09-09,lunch,counter,1,0,,0.72,6.34,0.49,7.55,1
ORD-00783,2026-09-09,lunch,counter,1,0,,0.5,8.07,2.21,10.77,1
ORD-00784,2026-09-09,lunch,counter,4,0,,0.82,15.52,1.56,17.91,0
ORD-00785,2026-09-09,lunch,app,4,0,payment,1.45,8.55,1.38,11.38,1
ORD-00786,2026-09-09,lunch,app,3,0,,0.22,5.21,2.65,8.07,1
ORD-00787,2026-09-09,lunch,counter,2,0,,1.33,7.1,1.71,10.14,1
ORD-00788,2026-09-09,lunch,app,1,1,,0.99,3.7,,,
ORD-00789,2026-09-09,lunch,counter,4,0,,1.53,10.56,2.49,14.58,0
ORD-00790,2026-09-09,lunch,counter,4,0,,1.9,9.86,3.06,14.82,0
ORD-00791,2026-09-09,lunch,app,1,0,,1.46,8.56,2.43,12.45,0
ORD-00792,2026-09-09,lunch,counter,1,0,,1.05,6.61,1.49,9.14,1
ORD-00793,2026-09-09,lunch,counter,4,0,,1.26,4.14,0.85,6.25,1
ORD-00794,2026-09-09,lunch,counter,3,0,,0.6,5.06,0.72,6.38,1
ORD-00795,2026-09-09,lunch,counter,1,0,,0.97,7.49,2.37,10.84,1
ORD-00796,2026-09-09,lunch,counter,1,0,,1.54,11.38,1.7,14.62,0
ORD-00797,2026-09-09,lunch,app,2,0,,1.21,7.15,0.93,9.3,1
ORD-00798,2026-09-09,lunch,app,1,0,kitchen_rework,0.95,15.97,0.3,17.22,0
ORD-00799,2026-09-09,lunch,app,2,0,,0.95,7.6,2.62,11.17,1
ORD-00800,2026-09-09,lunch,app,4,0,,0.99,6.31,1.52,8.81,1
ORD-00801,2026-09-09,lunch,counter,3,0,,1.16,2.0,1.85,5.02,1
ORD-00802,2026-09-09,lunch,app,1,0,stockout,0.61,8.28,0.3,9.19,1
ORD-00803,2026-09-09,lunch,app,1,0,,1.11,11.53,1.51,14.15,0
ORD-00804,2026-09-09,lunch,app,2,0,,0.42,2.94,0.3,3.66,1
ORD-00805,2026-09-09,lunch,app,2,0,,1.35,11.88,1.87,15.11,0
ORD-00806,2026-09-09,lunch,app,1,0,,1.17,11.12,1.15,13.45,0
ORD-00807,2026-09-09,lunch,app,4,0,,1.37,7.7,1.51,10.57,1
ORD-00808,2026-09-09,lunch,counter,1,0,stockout,0.42,4.18,1.18,5.79,1
ORD-00809,2026-09-09,lunch,app,2,0,,0.66,11.12,1.67,13.44,0
ORD-00810,2026-09-09,lunch,app,1,0,,0.84,6.33,2.16,9.34,1
ORD-00811,2026-09-09,lunch,counter,2,0,,0.74,12.61,0.3,13.65,0
ORD-00812,2026-09-09,lunch,app,1,0,,0.65,3.24,0.3,4.19,1
ORD-00813,2026-09-09,lunch,app,3,0,,0.93,9.31,2.46,12.69,0
ORD-00814,2026-09-09,lunch,app,3,0,,0.45,8.67,0.85,9.97,1
ORD-00815,2026-09-09,lunch,counter,4,0,kitchen_rework,1.32,16.63,0.5,18.45,0
ORD-00816,2026-09-09,lunch,counter,2,0,,1.36,11.16,3.5,16.02,0
ORD-00817,2026-09-09,lunch,counter,3,1,,0.89,4.33,,,
ORD-00818,2026-09-09,lunch,app,2,0,,1.25,13.4,1.67,16.31,0
ORD-00819,2026-09-09,lunch,counter,1,0,kitchen_rework,0.77,17.27,0.93,18.98,0
ORD-00820,2026-09-09,lunch,app,2,0,,1.11,5.32,0.3,6.73,1
ORD-00821,2026-09-09,lunch,app,2,0,,0.2,5.81,1.08,7.09,1
ORD-00822,2026-09-09,lunch,app,3,0,,1.4,8.28,1.42,11.1,1
ORD-00823,2026-09-09,lunch,app,3,1,,0.76,8.76,,,
ORD-00824,2026-09-09,lunch,app,4,0,,1.35,2.44,1.62,5.42,1
ORD-00825,2026-09-09,lunch,app,3,0,,1.09,10.94,0.3,12.32,0
ORD-00826,2026-09-09,lunch,counter,1,0,,0.64,6.47,2.38,9.48,1
ORD-00827,2026-09-09,lunch,counter,1,0,,1.07,3.77,1.67,6.52,1
ORD-00828,2026-09-09,lunch,counter,3,0,,1.76,5.94,0.54,8.24,1
ORD-00829,2026-09-09,lunch,app,1,0,,0.71,3.24,1.22,5.17,1
ORD-00830,2026-09-09,lunch,counter,1,0,,1.4,7.86,1.91,11.17,1
ORD-00831,2026-09-09,lunch,app,3,0,,1.03,7.96,2.62,11.6,1
ORD-00832,2026-09-09,lunch,counter,2,0,,0.78,10.41,1.17,12.36,0
ORD-00833,2026-09-09,lunch,app,4,0,,0.6,9.95,0.3,10.85,1
ORD-00834,2026-09-09,lunch,counter,1,0,,0.46,6.4,1.16,8.02,1
ORD-00835,2026-09-09,lunch,app,3,0,,1.04,3.86,3.09,8.0,1
ORD-00836,2026-09-09,lunch,app,1,0,,1.11,12.19,2.59,15.89,0
ORD-00837,2026-09-09,lunch,counter,3,0,,1.53,6.78,2.17,10.48,1
ORD-00838,2026-09-09,lunch,counter,3,0,payment,0.88,6.7,1.34,8.92,1
ORD-00839,2026-09-09,lunch,app,3,0,,1.33,4.39,2.17,7.88,1
ORD-00840,2026-09-09,lunch,app,1,0,,1.51,5.04,1.11,7.66,1
ORD-00841,2026-09-09,lunch,app,4,0,,0.53,7.4,1.39,9.31,1
ORD-00842,2026-09-09,lunch,counter,3,0,,1.61,14.24,3.15,19.01,0
ORD-00843,2026-09-09,lunch,app,3,1,,0.55,8.2,,,
ORD-00844,2026-09-09,lunch,app,4,0,,0.72,5.47,1.78,7.97,1
ORD-00845,2026-09-09,lunch,app,4,0,,0.51,3.37,0.72,4.6,1
ORD-00846,2026-09-09,lunch,counter,1,0,,0.54,5.27,1.15,6.96,1
ORD-00847,2026-09-09,lunch,counter,1,0,,1.04,7.8,3.54,12.39,0
ORD-00848,2026-09-09,lunch,counter,1,0,,0.95,7.77,0.3,9.01,1
ORD-00849,2026-09-09,lunch,counter,1,0,,1.24,10.18,1.46,12.88,0
ORD-00850,2026-09-09,lunch,app,1,0,,0.61,8.46,1.26,10.33,1
ORD-00851,2026-09-09,lunch,counter,4,0,,1.18,7.22,0.73,9.14,1
ORD-00852,2026-09-09,lunch,counter,4,0,payment,1.48,8.69,3.83,14.0,0
ORD-00853,2026-09-09,lunch,counter,1,0,,0.74,7.75,0.3,8.79,1
ORD-00854,2026-09-09,lunch,app,1,0,,1.0,14.48,2.73,18.21,0
ORD-00855,2026-09-09,lunch,counter,3,0,,0.9,6.33,2.08,9.31,1
ORD-00856,2026-09-09,lunch,counter,2,0,,0.86,4.33,2.61,7.8,1
ORD-00857,2026-09-09,lunch,app,4,0,,1.38,7.38,0.3,9.06,1
ORD-00858,2026-09-09,lunch,app,1,0,,0.91,7.46,1.62,9.99,1
ORD-00859,2026-09-09,lunch,app,3,0,,1.32,12.04,2.35,15.7,0
ORD-00860,2026-09-09,lunch,app,2,0,,0.4,7.56,0.37,8.33,1
ORD-00861,2026-09-09,dinner,counter,1,0,,1.68,8.25,0.97,10.91,1
ORD-00862,2026-09-09,dinner,counter,1,0,,1.37,11.78,2.27,15.42,0
ORD-00863,2026-09-09,dinner,counter,1,0,,0.57,6.72,1.46,8.76,1
ORD-00864,2026-09-09,dinner,app,3,0,,0.87,17.29,1.07,19.23,0
ORD-00865,2026-09-09,dinner,app,3,0,,1.06,13.24,1.19,15.5,0
ORD-00866,2026-09-09,dinner,counter,2,0,,1.42,13.34,2.43,17.19,0
ORD-00867,2026-09-09,dinner,counter,3,0,,0.51,8.36,1.31,10.18,1
ORD-00868,2026-09-09,dinner,counter,2,0,,0.2,11.63,0.5,12.33,0
ORD-00869,2026-09-09,dinner,app,1,0,,1.07,14.42,3.31,18.8,0
ORD-00870,2026-09-09,dinner,app,1,0,stockout,0.52,13.36,1.32,15.21,0
ORD-00871,2026-09-09,dinner,counter,3,0,,0.2,15.96,0.82,16.99,0
ORD-00872,2026-09-09,dinner,counter,2,0,,1.26,5.55,2.06,8.86,1
ORD-00873,2026-09-09,dinner,counter,1,0,,0.69,9.04,1.94,11.66,1
ORD-00874,2026-09-09,dinner,app,1,0,,1.01,10.79,2.87,14.68,0
ORD-00875,2026-09-09,dinner,app,1,0,payment,1.29,6.6,1.57,9.46,1
ORD-00876,2026-09-09,dinner,counter,4,0,payment,1.65,10.99,2.67,15.3,0
ORD-00877,2026-09-09,dinner,app,3,0,,1.58,11.9,3.17,16.65,0
ORD-00878,2026-09-09,dinner,app,2,0,,1.65,10.33,1.38,13.37,0
ORD-00879,2026-09-09,dinner,app,3,0,,1.54,10.1,0.3,11.94,1
ORD-00880,2026-09-09,dinner,counter,3,0,,1.23,14.91,1.4,17.54,0
ORD-00881,2026-09-09,dinner,app,4,0,,0.89,7.03,2.02,9.94,1
ORD-00882,2026-09-09,dinner,counter,4,0,,1.08,5.47,1.35,7.89,1
ORD-00883,2026-09-09,dinner,app,3,0,,1.31,17.65,2.67,21.64,0
ORD-00884,2026-09-09,dinner,counter,4,0,,0.29,7.28,0.3,7.87,1
ORD-00885,2026-09-09,dinner,app,2,0,,0.54,3.8,1.48,5.82,1
ORD-00886,2026-09-09,dinner,counter,2,0,,0.67,6.73,0.3,7.7,1
ORD-00887,2026-09-09,dinner,app,3,0,,0.49,3.03,2.24,5.76,1
ORD-00888,2026-09-09,dinner,app,2,0,,0.61,7.47,0.62,8.7,1
ORD-00889,2026-09-09,dinner,app,4,0,,0.7,6.91,2.89,10.5,1
ORD-00890,2026-09-09,dinner,app,1,0,stockout,0.96,13.01,1.05,15.02,0
ORD-00891,2026-09-09,dinner,counter,2,0,,0.52,5.91,0.3,6.73,1
ORD-00892,2026-09-09,dinner,app,2,0,,1.26,10.63,2.05,13.95,0
ORD-00893,2026-09-09,dinner,app,1,0,kitchen_rework,1.77,18.56,3.14,23.46,0
ORD-00894,2026-09-09,dinner,counter,3,0,,1.2,7.93,1.37,10.5,1
ORD-00895,2026-09-09,dinner,counter,3,0,,0.92,11.51,0.3,12.72,0
ORD-00896,2026-09-09,dinner,app,2,0,,1.29,3.99,0.3,5.57,1
ORD-00897,2026-09-09,dinner,counter,3,0,payment,0.3,10.0,0.3,10.6,1
ORD-00898,2026-09-09,dinner,app,3,0,,0.2,3.2,1.63,5.03,1
ORD-00899,2026-09-09,dinner,counter,1,0,,0.94,6.09,1.01,8.04,1
ORD-00900,2026-09-09,dinner,counter,1,0,,1.17,9.5,1.32,12.0,1
ORD-00901,2026-09-09,dinner,app,2,0,,0.2,8.73,0.3,9.23,1
ORD-00902,2026-09-09,dinner,app,1,0,,0.85,3.87,0.95,5.67,1
ORD-00903,2026-09-09,dinner,app,3,0,,0.61,12.18,2.37,15.16,0
ORD-00904,2026-09-09,dinner,counter,2,0,,0.85,10.05,0.65,11.54,1
ORD-00905,2026-09-09,dinner,app,2,0,,0.66,14.07,1.47,16.21,0
ORD-00906,2026-09-09,dinner,app,1,0,,1.17,7.23,1.41,9.81,1
ORD-00907,2026-09-09,dinner,counter,3,0,,1.81,9.87,2.39,14.06,0
ORD-00908,2026-09-09,dinner,app,1,0,,1.52,9.49,0.49,11.49,1
ORD-00909,2026-09-09,dinner,app,4,0,,1.15,12.83,2.2,16.17,0
ORD-00910,2026-09-09,dinner,app,3,0,,0.34,10.28,0.3,10.92,1
ORD-00911,2026-09-09,dinner,app,4,0,,1.79,7.43,1.52,10.75,1
ORD-00912,2026-09-09,dinner,counter,3,0,,1.64,14.38,1.97,17.99,0
ORD-00913,2026-09-09,dinner,app,3,0,,0.72,13.34,1.95,16.01,0
ORD-00914,2026-09-09,dinner,counter,4,0,stockout,1.61,12.09,0.88,14.58,0
ORD-00915,2026-09-09,dinner,counter,3,0,,1.53,13.01,1.43,15.97,0
ORD-00916,2026-09-09,dinner,app,4,0,,1.28,15.4,3.27,19.95,0
ORD-00917,2026-09-09,dinner,counter,2,0,,1.04,10.9,3.49,15.44,0
ORD-00918,2026-09-09,dinner,app,3,0,,0.52,6.19,1.62,8.33,1
ORD-00919,2026-09-09,dinner,app,1,0,,1.01,10.01,1.7,12.72,0
ORD-00920,2026-09-09,dinner,app,4,0,,0.77,14.62,2.35,17.74,0
ORD-00921,2026-09-09,dinner,counter,1,0,stockout,0.71,11.69,1.35,13.75,0
ORD-00922,2026-09-09,dinner,counter,2,0,,1.2,8.13,2.96,12.29,0
ORD-00923,2026-09-09,dinner,counter,1,0,kitchen_rework,0.62,13.57,3.08,17.28,0
ORD-00924,2026-09-09,dinner,counter,3,0,,0.2,5.23,0.3,5.73,1
ORD-00925,2026-09-09,dinner,app,3,0,,0.53,8.04,1.93,10.51,1
ORD-00926,2026-09-09,dinner,counter,1,0,,0.98,8.57,1.27,10.82,1
ORD-00927,2026-09-09,dinner,counter,1,0,stockout,1.08,4.7,1.36,7.14,1
ORD-00928,2026-09-09,dinner,counter,1,0,,1.39,16.55,3.12,21.06,0
ORD-00929,2026-09-09,dinner,counter,4,0,,0.2,5.87,2.59,8.66,1
ORD-00930,2026-09-09,dinner,counter,2,0,,0.87,11.89,3.38,16.15,0
ORD-00931,2026-09-09,dinner,app,4,0,,1.31,17.04,2.27,20.62,0
ORD-00932,2026-09-09,dinner,app,4,0,,1.06,6.61,1.12,8.78,1
ORD-00933,2026-09-09,dinner,counter,2,0,,0.67,13.72,0.45,14.83,0
ORD-00934,2026-09-09,dinner,app,3,0,,0.67,10.36,1.36,12.39,0
ORD-00935,2026-09-09,dinner,counter,4,0,,0.41,7.96,1.74,10.12,1
ORD-00936,2026-09-09,dinner,app,3,0,,1.26,7.6,1.59,10.45,1
ORD-00937,2026-09-09,dinner,app,3,0,stockout,1.14,12.89,1.69,15.73,0
ORD-00938,2026-09-09,dinner,app,1,0,,0.56,9.37,1.36,11.29,1
ORD-00939,2026-09-09,dinner,app,1,0,,0.78,7.74,1.28,9.8,1
ORD-00940,2026-09-09,dinner,app,1,0,,0.74,16.34,1.69,18.77,0
ORD-00941,2026-09-09,dinner,app,1,0,,1.62,6.34,1.47,9.43,1
ORD-00942,2026-09-09,dinner,counter,2,0,,1.48,8.0,2.21,11.7,1
ORD-00943,2026-09-09,dinner,app,1,0,,2.09,6.03,0.92,9.04,1
ORD-00944,2026-09-09,dinner,app,4,0,payment,0.2,7.29,1.68,9.17,1
ORD-00945,2026-09-09,dinner,app,3,0,,0.45,11.93,1.43,13.81,0
ORD-00946,2026-09-09,dinner,counter,3,0,,1.08,4.63,2.42,8.14,1
ORD-00947,2026-09-09,dinner,app,3,0,,0.2,6.98,0.6,7.78,1
ORD-00948,2026-09-09,dinner,counter,4,0,,1.3,11.32,1.97,14.59,0
