order_id,order_ts,accepted_ts,ready_ts,handover_ts,shift,channel,item_count,cancelled,issue_code
ORD-01221,2026-09-10T19:38:26,2026-09-10T19:39:29.488984,2026-09-10T19:49:43.267262,2026-09-10T19:51:27.365019,dinner,counter,1,false,
ORD-01222,2026-09-10T21:10:50,2026-09-10T21:11:40.003957,2026-09-10T21:22:17.723845,2026-09-10T21:23:17.288570,dinner,counter,1,false,
ORD-01223,2026-09-10T19:28:01,2026-09-10T19:29:06.055943,2026-09-10T19:36:30.668662,2026-09-10T19:37:42.329601,dinner,counter,3,false,
ORD-01224,2026-09-10T21:08:56,2026-09-10T21:09:52.202250,2026-09-10T21:26:03.275234,2026-09-10T21:27:18.693987,dinner,app,1,false,kitchen_rework
ORD-01225,2026-09-10T20:59:47,2026-09-10T21:00:37.480952,2026-09-10T21:08:33.505607,2026-09-10T21:08:53.078942,dinner,app,3,false,
ORD-01226,2026-09-10T21:02:47,2026-09-10T21:03:38.892772,2026-09-10T21:07:29.121556,2026-09-10T21:08:14.636529,dinner,app,4,false,
ORD-01227,2026-09-10T19:16:19,2026-09-10T19:16:31,2026-09-10T19:20:06.254274,,dinner,counter,2,true,
ORD-01228,2026-09-10T21:16:51,2026-09-10T21:17:25.766298,2026-09-10T21:25:45.898530,2026-09-10T21:26:03.898530,dinner,counter,4,false,
ORD-01229,2026-09-10T19:14:08,2026-09-10T19:15:11.581941,2026-09-10T19:17:11.581941,2026-09-10T19:17:29.581941,dinner,counter,1,false,
ORD-01230,2026-09-10T21:28:53,2026-09-10T21:30:05.674919,2026-09-10T21:38:15.857869,2026-09-10T21:39:57.951770,dinner,counter,3,false,
ORD-01231,2026-09-10T20:03:45,2026-09-10T20:05:51.965548,2026-09-10T20:11:30.796600,2026-09-10T20:13:31.344222,dinner,counter,2,false,
ORD-01232,2026-09-10T21:11:15,2026-09-10T21:12:01.045864,2026-09-10T21:19:54.860902,2026-09-10T21:20:18.107952,dinner,counter,1,false,payment
ORD-01233,2026-09-10T19:37:42,2026-09-10T19:38:52.084178,2026-09-10T19:49:11.724435,2026-09-10T19:51:29.369053,dinner,counter,2,false,
ORD-01234,2026-09-10T19:59:35,2026-09-10T20:01:02.906233,2026-09-10T20:11:47.833065,2026-09-10T20:13:47.157143,dinner,counter,3,false,
ORD-01235,2026-09-10T20:11:21,2026-09-10T20:12:26.382348,2026-09-10T20:20:15.267390,2026-09-10T20:22:40.518470,dinner,app,3,false,
ORD-01236,2026-09-10T20:48:33,2026-09-10T20:49:48.460419,2026-09-10T20:58:11.473225,2026-09-10T20:59:32.136942,dinner,app,2,false,
ORD-01237,2026-09-10T20:25:25,2026-09-10T20:26:05.090921,2026-09-10T20:32:56.880179,2026-09-10T20:35:06.746197,dinner,counter,1,false,
ORD-01238,2026-09-10T20:37:13,2026-09-10T20:38:05.270805,2026-09-10T20:44:49.523294,2026-09-10T20:45:07.523294,dinner,counter,4,false,
ORD-01239,2026-09-10T20:15:59,2026-09-10T20:16:56.371124,2026-09-10T20:24:08.224611,2026-09-10T20:25:41.300729,dinner,app,4,false,
ORD-01240,2026-09-10T20:44:43,2026-09-10T20:45:25.943007,2026-09-10T20:55:13.601541,2026-09-10T20:56:32.552171,dinner,counter,3,false,
ORD-01241,2026-09-10T19:02:20,2026-09-10T19:03:57.963556,2026-09-10T19:13:49.846105,2026-09-10T19:15:07.290023,dinner,counter,4,false,
ORD-01242,2026-09-10T19:43:15,2026-09-10T19:44:46.358620,2026-09-10T20:00:20.360069,2026-09-10T20:02:48.423775,dinner,app,3,false,
ORD-01243,2026-09-10T19:10:48,2026-09-10T19:11:04.014497,2026-09-10T19:13:04.014497,2026-09-10T19:14:59.206614,dinner,app,2,false,
ORD-01244,2026-09-10T19:10:14,2026-09-10T19:10:26,2026-09-10T19:22:03.975535,2026-09-10T19:22:54.904390,dinner,app,1,false,
ORD-01245,2026-09-10T19:38:47,2026-09-10T19:40:28.356757,2026-09-10T19:51:17.369087,2026-09-10T19:53:34.394318,dinner,app,2,false,
ORD-01246,2026-09-10T19:08:01,2026-09-10T19:09:09.700043,2026-09-10T19:14:17.211481,2026-09-10T19:16:33.887410,dinner,counter,2,false,
ORD-01247,2026-09-10T20:31:51,2026-09-10T20:32:45.166668,2026-09-10T20:42:20.460033,2026-09-10T20:44:07.847762,dinner,app,4,false,
ORD-01248,2026-09-10T20:21:10,2026-09-10T20:22:26.751987,2026-09-10T20:36:15.780734,,dinner,app,3,true,
ORD-01249,2026-09-10T21:26:36,2026-09-10T21:27:12.879805,2026-09-10T21:31:32.982084,2026-09-10T21:33:28.847155,dinner,counter,4,false,
ORD-01250,2026-09-10T20:12:44,2026-09-10T20:14:22.082378,2026-09-10T20:23:12.863714,2026-09-10T20:25:20.406188,dinner,counter,4,false,
ORD-01251,2026-09-10T21:24:37,2026-09-10T21:25:34.083381,2026-09-10T21:30:33.760620,2026-09-10T21:31:20.436311,dinner,app,1,false,
ORD-01252,2026-09-10T19:34:37,2026-09-10T19:35:07.137262,2026-09-10T19:39:40.986985,2026-09-10T19:41:24.121024,dinner,counter,3,false,
ORD-01253,2026-09-10T19:52:58,2026-09-10T19:53:51.164451,2026-09-10T20:09:08.410525,2026-09-10T20:11:48.235201,dinner,app,3,false,
ORD-01254,2026-09-10T21:06:00,2026-09-10T21:06:39.338072,2026-09-10T21:16:31.586527,2026-09-10T21:17:41.026818,dinner,app,2,false,
ORD-01255,2026-09-10T20:52:56,2026-09-10T20:53:43.703914,2026-09-10T20:58:53.642364,2026-09-10T21:00:15.470475,dinner,counter,1,false,
ORD-01256,2026-09-10T21:05:39,2026-09-10T21:06:41.053553,2026-09-10T21:14:21.207043,,dinner,counter,1,true,
ORD-01257,2026-09-10T21:29:34,2026-09-10T21:30:19.830744,2026-09-10T21:42:00.940427,2026-09-10T21:43:26.635902,dinner,counter,2,false,
ORD-01258,2026-09-10T20:09:49,2026-09-10T20:11:23.623679,2026-09-10T20:23:29.209476,2026-09-10T20:25:17.054675,dinner,counter,2,false,
ORD-01259,2026-09-10T20:06:13,2026-09-10T20:08:31.392957,2026-09-10T20:17:59.479354,2026-09-10T20:20:52.897205,dinner,counter,4,false,
ORD-01260,2026-09-10T19:38:28,2026-09-10T19:40:08.696813,2026-09-10T19:47:48.553462,2026-09-10T19:48:06.553462,dinner,app,2,false,
ORD-01261,2026-09-10T20:40:14,2026-09-10T20:41:27.425209,2026-09-10T20:52:50.648436,2026-09-10T20:54:46.262227,dinner,counter,4,false,
ORD-01262,2026-09-10T20:24:30,2026-09-10T20:26:05.898149,2026-09-10T20:34:56.665217,2026-09-10T20:37:13.176474,dinner,app,4,false,
ORD-01263,2026-09-10T20:19:40,2026-09-10T20:21:08.859785,2026-09-10T20:31:57.791326,2026-09-10T20:35:10.766913,dinner,app,1,false,
ORD-01264,2026-09-10T19:11:39,2026-09-10T19:12:39.693177,2026-09-10T19:20:14.189444,2026-09-10T19:21:40.479606,dinner,app,3,false,
ORD-01265,2026-09-10T20:41:28,2026-09-10T20:42:49.844290,2026-09-10T20:45:45.911377,2026-09-10T20:46:03.911377,dinner,counter,1,false,
ORD-01266,2026-09-10T19:45:45,2026-09-10T19:47:07.748258,2026-09-10T19:56:24.150817,,dinner,app,1,true,
ORD-01267,2026-09-10T21:04:45,2026-09-10T21:06:12.778489,2026-09-10T21:15:01.955485,2026-09-10T21:15:31.763492,dinner,app,3,false,
ORD-01268,2026-09-10T21:26:39,2026-09-10T21:28:07.189368,2026-09-10T21:33:10.769001,2026-09-10T21:34:29.847422,dinner,app,2,false,
ORD-01269,2026-09-10T19:24:05,2026-09-10T19:25:03.323163,2026-09-10T19:31:57.652997,2026-09-10T19:32:27.925805,dinner,app,1,false,
ORD-01270,2026-09-10T19:16:09,2026-09-10T19:16:47.353112,2026-09-10T19:27:10.528530,2026-09-10T19:28:55.828920,dinner,counter,4,false,
ORD-01271,2026-09-10T21:22:10,2026-09-10T21:23:01.247601,2026-09-10T21:25:01.247601,2026-09-10T21:26:18.015692,dinner,app,3,false,
ORD-01272,2026-09-10T20:23:38,2026-09-10T20:25:21.926579,2026-09-10T20:36:18.342998,2026-09-10T20:38:54.163152,dinner,counter,2,false,
ORD-01273,2026-09-10T19:46:49,2026-09-10T19:48:26.321171,2026-09-10T20:02:51.093480,2026-09-10T20:06:25.278339,dinner,counter,4,false,
ORD-01274,2026-09-10T20:26:00,2026-09-10T20:27:38.854147,2026-09-10T20:38:04.911571,2026-09-10T20:40:23.472012,dinner,counter,4,false,
ORD-01275,2026-09-10T20:06:10,2026-09-10T20:07:29.056137,2026-09-10T20:18:20.282469,2026-09-10T20:20:05.691023,dinner,app,2,false,
ORD-01276,2026-09-10T19:26:44,2026-09-10T19:27:55.679567,2026-09-10T19:38:33.343534,2026-09-10T19:38:51.343534,dinner,app,1,false,
ORD-01277,2026-09-10T21:09:25,2026-09-10T21:09:56.334300,2026-09-10T21:14:00.198682,2026-09-10T21:15:21.159235,dinner,app,2,false,
ORD-01278,2026-09-10T20:41:26,2026-09-10T20:42:01.116833,2026-09-10T20:48:14.454463,2026-09-10T20:48:32.454463,dinner,counter,4,false,
ORD-01279,2026-09-10T21:26:39,2026-09-10T21:27:06.671613,2026-09-10T21:33:48.389756,2026-09-10T21:35:33.975304,dinner,app,4,false,
ORD-01280,2026-09-10T20:54:14,2026-09-10T20:54:59.028335,2026-09-10T21:01:38.478809,2026-09-10T21:01:56.478809,dinner,counter,2,false,
ORD-01281,2026-09-10T19:34:22,2026-09-10T19:36:14.613825,2026-09-10T19:43:13.307064,2026-09-10T19:43:54.492092,dinner,app,4,false,
ORD-01282,2026-09-10T19:41:01,2026-09-10T19:42:03.595397,2026-09-10T19:52:18.309524,,dinner,counter,1,true,
ORD-01283,2026-09-10T20:32:45,2026-09-10T20:33:09.412942,2026-09-10T20:39:13.081642,2026-09-10T20:39:51.344941,dinner,counter,3,false,
ORD-01284,2026-09-10T21:10:59,2026-09-10T21:12:20.981292,2026-09-10T21:18:03.359115,2026-09-10T21:20:23.309873,dinner,app,4,false,
ORD-01285,2026-09-10T21:17:27,2026-09-10T21:18:42.910851,2026-09-10T21:36:37.515764,2026-09-10T21:37:18.436745,dinner,app,3,false,kitchen_rework
ORD-01286,2026-09-10T19:28:12,2026-09-10T19:29:37.953900,2026-09-10T19:36:04.416758,2026-09-10T19:37:12.318138,dinner,counter,4,false,
ORD-01287,2026-09-10T20:57:58,2026-09-10T20:59:06.962397,2026-09-10T21:04:13.292553,2026-09-10T21:05:24.260205,dinner,counter,2,false,
ORD-01288,2026-09-10T20:42:08,2026-09-10T20:43:10.840479,2026-09-10T20:51:53.659428,2026-09-10T20:52:44.027581,dinner,app,1,false,
ORD-01289,2026-09-10T20:52:51,2026-09-10T20:53:58.830735,2026-09-10T21:01:30.334594,2026-09-10T21:02:34.710289,dinner,counter,4,false,
ORD-01290,2026-09-10T19:53:23,2026-09-10T19:54:25.021201,2026-09-10T19:59:08.572074,2026-09-10T20:00:09.331678,dinner,app,3,false,
ORD-01291,2026-09-10T21:26:56,2026-09-10T21:27:47.014662,2026-09-10T21:38:02.302372,2026-09-10T21:38:37.211465,dinner,counter,2,false,
ORD-01292,2026-09-10T19:44:06,2026-09-10T19:46:05.667179,2026-09-10T19:58:03.800960,2026-09-10T19:59:26.567780,dinner,app,2,false,
ORD-01293,2026-09-10T20:40:43,2026-09-10T20:41:10.299319,2026-09-10T20:48:55.279277,2026-09-10T20:49:53.841278,dinner,counter,2,false,
ORD-01294,2026-09-10T20:20:15,2026-09-10T20:22:05.487783,2026-09-10T20:32:37.735512,2026-09-10T20:34:36.634965,dinner,app,4,false,
ORD-01295,2026-09-10T19:40:59,2026-09-10T19:42:14.552023,2026-09-10T19:55:04.787564,2026-09-10T19:57:34.321469,dinner,app,2,false,
ORD-01296,2026-09-10T19:43:38,2026-09-10T19:45:39.027089,2026-09-10T19:53:26.083747,2026-09-10T19:56:21.073833,dinner,app,4,false,
ORD-01297,2026-09-10T20:01:41,2026-09-10T20:03:17.603864,2026-09-10T20:16:55.352430,2026-09-10T20:18:24.108378,dinner,app,3,false,
ORD-01298,2026-09-10T19:23:43,2026-09-10T19:23:55,2026-09-10T19:29:09.522116,2026-09-10T19:30:20.239145,dinner,counter,3,false,
ORD-01299,2026-09-10T20:33:13,2026-09-10T20:34:42.705712,2026-09-10T20:41:22.044457,2026-09-10T20:43:23.212160,dinner,counter,4,false,
ORD-01300,2026-09-10T20:21:11,2026-09-10T20:22:18.486237,2026-09-10T20:31:08.441570,2026-09-10T20:33:23.479956,dinner,counter,2,false,
ORD-01301,2026-09-11T08:32:34,2026-09-11T08:34:11.194162,2026-09-11T08:48:15.697469,2026-09-11T08:50:34.089726,breakfast,app,4,false,
ORD-01302,2026-09-11T08:32:44,2026-09-11T08:33:05.678965,2026-09-11T08:44:55.296035,2026-09-11T08:47:42.725557,breakfast,app,1,false,
ORD-01303,2026-09-11T09:00:55,2026-09-11T09:01:57.759212,2026-09-11T09:14:27.702845,2026-09-11T09:16:04.464496,breakfast,app,3,false,
ORD-01304,2026-09-11T08:44:43,2026-09-11T08:45:58.211141,2026-09-11T08:53:52.226498,2026-09-11T08:56:08.566483,breakfast,app,3,false,
ORD-01305,2026-09-11T09:07:43,2026-09-11T09:08:58.074301,2026-09-11T09:18:30.434266,2026-09-11T09:20:30.931778,breakfast,counter,3,false,
ORD-01306,2026-09-11T09:03:45,2026-09-11T09:05:09.236307,2026-09-11T09:12:53.899718,2026-09-11T09:15:32.266675,breakfast,app,2,false,
ORD-01307,2026-09-11T09:19:55,2026-09-11T09:21:12.235791,2026-09-11T09:30:57.725722,2026-09-11T09:33:08.378481,breakfast,app,2,false,
ORD-01308,2026-09-11T09:19:10,2026-09-11T09:20:43.309345,2026-09-11T09:26:18.998223,2026-09-11T09:27:09.171864,breakfast,counter,1,false,
ORD-01309,2026-09-11T08:13:49,2026-09-11T08:14:09.578415,2026-09-11T08:20:27.972336,2026-09-11T08:21:46.395677,breakfast,counter,4,false,
ORD-01310,2026-09-11T09:42:04,2026-09-11T09:42:27.057751,2026-09-11T09:44:27.057751,2026-09-11T09:45:09.339658,breakfast,app,3,false,
ORD-01311,2026-09-11T09:18:23,2026-09-11T09:19:10.419843,2026-09-11T09:35:24.777757,2026-09-11T09:38:20.493818,breakfast,app,3,false,
ORD-01312,2026-09-11T08:05:31,2026-09-11T08:06:34.084367,2026-09-11T08:13:40.555584,2026-09-11T08:13:58.555584,breakfast,counter,4,false,
ORD-01313,2026-09-11T09:22:54,2026-09-11T09:24:00.679483,2026-09-11T09:30:24.400302,2026-09-11T09:32:44.146064,breakfast,app,4,false,
ORD-01314,2026-09-11T09:56:18,2026-09-11T09:56:30,2026-09-11T10:05:36.722711,2026-09-11T10:06:49.606856,breakfast,app,4,false,
ORD-01315,2026-09-11T09:08:04,2026-09-11T09:09:33.161840,2026-09-11T09:24:04.386600,2026-09-11T09:24:46.374083,breakfast,counter,2,false,
ORD-01316,2026-09-11T09:36:54,2026-09-11T09:37:15.891902,2026-09-11T09:40:27.671134,2026-09-11T09:41:23.856573,breakfast,app,1,false,
ORD-01317,2026-09-11T09:10:24,2026-09-11T09:12:06.647952,2026-09-11T09:17:03.209651,2026-09-11T09:19:13.598266,breakfast,app,3,false,
ORD-01318,2026-09-11T09:16:26,2026-09-11T09:17:47.054960,2026-09-11T09:30:56.582234,2026-09-11T09:33:31.312888,breakfast,app,2,false,
ORD-01319,2026-09-11T08:50:45,2026-09-11T08:51:32.614768,2026-09-11T09:03:52.645290,2026-09-11T09:05:28.321951,breakfast,counter,2,false,
ORD-01320,2026-09-11T09:28:07,2026-09-11T09:29:08.348802,2026-09-11T09:39:30.986142,2026-09-11T09:41:57.782668,breakfast,counter,3,false,
ORD-01321,2026-09-11T09:05:26,2026-09-11T09:06:35.506739,2026-09-11T09:10:54.541049,2026-09-11T09:12:06.137609,breakfast,counter,4,false,
ORD-01322,2026-09-11T09:49:25,2026-09-11T09:50:25.981107,2026-09-11T09:52:25.981107,2026-09-11T09:54:15.446371,breakfast,app,4,false,
ORD-01323,2026-09-11T08:23:15,2026-09-11T08:24:35.480337,2026-09-11T08:26:35.480337,2026-09-11T08:27:52.444316,breakfast,app,3,false,
ORD-01324,2026-09-11T08:56:53,2026-09-11T08:59:11.726116,2026-09-11T09:10:27.351787,2026-09-11T09:12:09.899185,breakfast,app,2,false,
ORD-01325,2026-09-11T08:57:09,2026-09-11T08:58:36.342006,2026-09-11T09:07:02.091919,2026-09-11T09:09:00.300275,breakfast,counter,3,false,stockout
ORD-01326,2026-09-11T08:03:03,2026-09-11T08:03:15,2026-09-11T08:10:37.916022,2026-09-11T08:13:15.665343,breakfast,counter,1,false,stockout
ORD-01327,2026-09-11T09:17:20,2026-09-11T09:18:45.183331,2026-09-11T09:31:53.308323,2026-09-11T09:34:43.736979,breakfast,counter,2,false,
ORD-01328,2026-09-11T08:51:57,2026-09-11T08:53:44.739029,2026-09-11T09:08:08.159326,2026-09-11T09:09:28.054280,breakfast,counter,2,false,
ORD-01329,2026-09-11T08:42:36,2026-09-11T08:43:39.326384,2026-09-11T08:53:36.918931,2026-09-11T08:55:04.552533,breakfast,counter,4,false,
ORD-01330,2026-09-11T09:19:09,2026-09-11T09:20:38.156688,2026-09-11T09:29:08.808052,2026-09-11T09:31:26.757576,breakfast,counter,4,false,
ORD-01331,2026-09-11T09:16:58,2026-09-11T09:18:36.471799,2026-09-11T09:23:15.272422,2026-09-11T09:24:49.316278,breakfast,app,2,false,
ORD-01332,2026-09-11T09:31:51,2026-09-11T09:32:52.031717,2026-09-11T09:34:52.031717,2026-09-11T09:36:18.185555,breakfast,app,2,false,
ORD-01333,2026-09-11T09:18:33,2026-09-11T09:20:25.550073,2026-09-11T09:30:40.332623,2026-09-11T09:31:21.460293,breakfast,app,1,false,
ORD-01334,2026-09-11T08:24:04,2026-09-11T08:25:00.038126,2026-09-11T08:29:37.871476,2026-09-11T08:30:45.897299,breakfast,app,4,false,
ORD-01335,2026-09-11T09:02:50,2026-09-11T09:04:02.987137,2026-09-11T09:13:40.656842,2026-09-11T09:16:26.125200,breakfast,counter,4,false,
ORD-01336,2026-09-11T09:47:56,2026-09-11T09:49:02.372613,2026-09-11T10:02:10.820246,2026-09-11T10:03:13.674910,breakfast,counter,3,false,
ORD-01337,2026-09-11T08:16:07,2026-09-11T08:17:12.073113,2026-09-11T08:20:27.805064,2026-09-11T08:21:32.964926,breakfast,counter,2,false,
ORD-01338,2026-09-11T08:17:57,2026-09-11T08:18:50.917880,2026-09-11T08:27:28.460749,2026-09-11T08:29:08.472137,breakfast,app,3,false,
ORD-01339,2026-09-11T08:28:04,2026-09-11T08:28:54.503585,2026-09-11T08:36:12.287066,2026-09-11T08:36:30.287066,breakfast,counter,1,false,
ORD-01340,2026-09-11T08:27:26,2026-09-11T08:28:44.053783,2026-09-11T08:33:10.744162,2026-09-11T08:33:43.253072,breakfast,app,2,false,
ORD-01341,2026-09-11T08:59:52,2026-09-11T09:01:24.634561,2026-09-11T09:09:18.385202,2026-09-11T09:13:00.743450,breakfast,app,3,false,
ORD-01342,2026-09-11T09:26:22,2026-09-11T09:27:37.520939,2026-09-11T09:36:16.710191,2026-09-11T09:38:35.915299,breakfast,counter,1,false,
ORD-01343,2026-09-11T09:36:33,2026-09-11T09:37:14.254493,2026-09-11T09:45:53.261617,2026-09-11T09:47:48.183488,breakfast,counter,4,false,
ORD-01344,2026-09-11T08:47:18,2026-09-11T08:48:09.758906,2026-09-11T09:07:28.816189,2026-09-11T09:10:23.008683,breakfast,app,4,false,kitchen_rework
ORD-01345,2026-09-11T08:23:53,2026-09-11T08:25:00.842543,2026-09-11T08:32:29.420292,2026-09-11T08:33:28.848607,breakfast,app,2,false,
ORD-01346,2026-09-11T08:40:15,2026-09-11T08:41:49.080476,2026-09-11T08:55:03.597921,2026-09-11T08:57:42.225662,breakfast,counter,3,false,
ORD-01347,2026-09-11T09:58:16,2026-09-11T09:59:15.914807,2026-09-11T10:03:45.277350,2026-09-11T10:05:05.766404,breakfast,app,2,false,
ORD-01348,2026-09-11T08:32:17,2026-09-11T08:33:23.190446,2026-09-11T08:41:19.936669,2026-09-11T08:43:22.278156,breakfast,app,3,false,
ORD-01349,2026-09-11T08:01:45,2026-09-11T08:02:13.717202,2026-09-11T08:04:40.817868,2026-09-11T08:05:46.932791,breakfast,app,2,false,
ORD-01350,2026-09-11T09:43:54,2026-09-11T09:44:48.335977,2026-09-11T09:48:41.101973,2026-09-11T09:50:11.488119,breakfast,app,1,false,
ORD-01351,2026-09-11T09:14:37,2026-09-11T09:15:17.635460,2026-09-11T09:29:19.142021,2026-09-11T09:30:00.152118,breakfast,app,1,false,
ORD-01352,2026-09-11T09:07:14,2026-09-11T09:09:08.907282,2026-09-11T09:15:17.453173,2026-09-11T09:16:57.422475,breakfast,counter,1,false,
ORD-01353,2026-09-11T09:27:04,2026-09-11T09:28:40.836770,2026-09-11T09:37:40.497792,2026-09-11T09:39:06.357578,breakfast,counter,2,false,
ORD-01354,2026-09-11T08:32:00,2026-09-11T08:33:15.976653,2026-09-11T08:40:17.266286,2026-09-11T08:42:17.649240,breakfast,app,2,false,
ORD-01355,2026-09-11T09:26:42,2026-09-11T09:27:48.084256,2026-09-11T09:38:22.657246,2026-09-11T09:40:37.188824,breakfast,app,4,false,
ORD-01356,2026-09-11T08:21:15,2026-09-11T08:22:07.717983,2026-09-11T08:30:00.303004,2026-09-11T08:31:04.603284,breakfast,counter,2,false,
ORD-01357,2026-09-11T08:32:48,2026-09-11T08:34:05.564528,2026-09-11T08:44:58.665090,2026-09-11T08:46:32.579549,breakfast,app,3,false,
ORD-01358,2026-09-11T09:34:06,2026-09-11T09:34:59.661710,2026-09-11T09:41:28.890818,2026-09-11T09:43:38.455695,breakfast,counter,4,false,
ORD-01359,2026-09-11T08:45:29,2026-09-11T08:45:50.094149,2026-09-11T09:01:20.732280,2026-09-11T09:03:57.120045,breakfast,app,4,false,
ORD-01360,2026-09-11T09:52:09,2026-09-11T09:53:01.139590,2026-09-11T09:58:01.526822,2026-09-11T09:59:57.423901,breakfast,app,1,false,payment
ORD-01361,2026-09-11T09:19:21,2026-09-11T09:20:48.540846,2026-09-11T09:29:48.763160,2026-09-11T09:32:36.879657,breakfast,app,3,false,
ORD-01362,2026-09-11T09:06:38,2026-09-11T09:07:16.582675,2026-09-11T09:19:36.220286,2026-09-11T09:21:22.488667,breakfast,counter,3,false,
ORD-01363,2026-09-11T08:44:42,2026-09-11T08:46:06.168304,2026-09-11T09:01:39.202451,2026-09-11T09:03:03.694088,breakfast,app,1,false,
ORD-01364,2026-09-11T09:49:09,2026-09-11T09:50:32.172783,2026-09-11T09:57:00.744015,2026-09-11T09:58:06.881400,breakfast,counter,1,false,
ORD-01365,2026-09-11T09:40:31,2026-09-11T09:40:56.335407,2026-09-11T09:51:14.285760,2026-09-11T09:52:01.273454,breakfast,counter,4,false,
ORD-01366,2026-09-11T08:28:05,2026-09-11T08:29:02.511243,2026-09-11T08:31:03.934765,2026-09-11T08:31:42.665044,breakfast,app,1,false,
ORD-01367,2026-09-11T09:06:34,2026-09-11T09:08:08.829132,2026-09-11T09:17:25.177143,2026-09-11T09:18:09.263028,breakfast,counter,4,false,
ORD-01368,2026-09-11T09:35:51,2026-09-11T09:37:00.841797,2026-09-11T09:42:45.235839,2026-09-11T09:43:17.772101,breakfast,counter,4,false,
ORD-01369,2026-09-11T08:53:36,2026-09-11T08:55:10.567071,2026-09-11T09:07:18.356998,2026-09-11T09:10:04.593082,breakfast,app,4,false,
ORD-01370,2026-09-11T08:49:47,2026-09-11T08:51:25.138045,2026-09-11T09:03:18.334113,2026-09-11T09:04:16.387988,breakfast,app,2,false,
ORD-01371,2026-09-11T09:48:47,2026-09-11T09:49:39.581285,2026-09-11T09:59:16.164611,2026-09-11T10:00:36.596063,breakfast,counter,1,false,
ORD-01372,2026-09-11T09:26:13,2026-09-11T09:27:26.806899,2026-09-11T09:34:12.553669,2026-09-11T09:36:37.325559,breakfast,app,2,false,
ORD-01373,2026-09-11T08:16:05,2026-09-11T08:16:43.479353,2026-09-11T08:23:14.978712,2026-09-11T08:25:13.715634,breakfast,counter,1,false,
ORD-01374,2026-09-11T09:45:48,2026-09-11T09:46:20.743113,2026-09-11T09:57:24.996962,2026-09-11T09:58:05.472293,breakfast,app,1,false,
ORD-01375,2026-09-11T09:45:46,2026-09-11T09:47:04.678774,2026-09-11T09:49:04.678774,2026-09-11T09:51:42.040083,breakfast,app,3,false,
ORD-01376,2026-09-11T08:41:36,2026-09-11T08:42:51.553125,2026-09-11T08:52:43.100701,2026-09-11T08:54:44.792177,breakfast,counter,1,false,
ORD-01377,2026-09-11T08:48:20,2026-09-11T08:49:21.413695,2026-09-11T09:01:30.209160,2026-09-11T09:04:28.748651,breakfast,counter,2,false,
ORD-01378,2026-09-11T09:15:14,2026-09-11T09:16:29.736301,2026-09-11T09:25:41.397295,2026-09-11T09:27:34.371699,breakfast,app,2,false,
ORD-01379,2026-09-11T08:03:30,2026-09-11T08:04:48.361551,2026-09-11T08:12:01.214232,2026-09-11T08:12:19.214232,breakfast,app,3,false,
ORD-01380,2026-09-11T08:18:23,2026-09-11T08:18:52.295141,2026-09-11T08:29:06.255822,2026-09-11T08:32:04.514171,breakfast,app,1,false,
ORD-01381,2026-09-11T08:39:41,2026-09-11T08:40:33.232307,2026-09-11T08:50:42.271643,2026-09-11T08:52:31.408691,breakfast,counter,3,false,
ORD-01382,2026-09-11T09:13:56,2026-09-11T09:14:40.919202,2026-09-11T09:29:35.595948,2026-09-11T09:32:56.032102,breakfast,app,2,false,stockout
ORD-01383,2026-09-11T09:44:30,2026-09-11T09:45:17.417291,2026-09-11T09:47:17.417291,2026-09-11T09:49:33.041901,breakfast,app,4,false,
ORD-01384,2026-09-11T09:34:13,2026-09-11T09:35:03.421393,2026-09-11T09:41:00.861380,2026-09-11T09:41:35.575718,breakfast,app,4,false,
ORD-01385,2026-09-11T08:40:26,2026-09-11T08:41:25.695061,2026-09-11T08:51:50.623817,2026-09-11T08:53:37.790376,breakfast,app,3,false,
ORD-01386,2026-09-11T13:42:14,2026-09-11T13:42:52.333545,2026-09-11T13:48:56.424583,2026-09-11T13:50:52.677771,lunch,app,4,false,
ORD-01387,2026-09-11T13:04:49,2026-09-11T13:06:10.688131,2026-09-11T13:13:12.102320,2026-09-11T13:14:38.380471,lunch,app,1,false,
ORD-01388,2026-09-11T12:11:05,2026-09-11T12:11:36.881846,2026-09-11T12:19:51.813626,2026-09-11T12:21:52.199471,lunch,app,4,false,
ORD-01389,2026-09-11T12:29:59,2026-09-11T12:31:04.350507,2026-09-11T12:38:06.948700,2026-09-11T12:39:12.095818,lunch,app,2,false,
ORD-01390,2026-09-11T13:22:44,2026-09-11T13:23:58.709446,2026-09-11T13:31:36.435490,2026-09-11T13:33:10.092021,lunch,app,4,false,
ORD-01391,2026-09-11T14:05:50,2026-09-11T14:07:36.999906,2026-09-11T14:15:37.630062,2026-09-11T14:16:22.409554,lunch,counter,1,false,
ORD-01392,2026-09-11T12:31:30,2026-09-11T12:32:23.642284,2026-09-11T12:45:52.330415,2026-09-11T12:47:42.943459,lunch,app,1,false,
ORD-01393,2026-09-11T13:48:26,2026-09-11T13:49:57.511955,2026-09-11T13:58:03.687355,2026-09-11T13:58:49.855442,lunch,app,1,false,
ORD-01394,2026-09-11T12:56:03,2026-09-11T12:56:36.126998,2026-09-11T13:14:45.452332,2026-09-11T13:16:46.996217,lunch,app,3,false,kitchen_rework
ORD-01395,2026-09-11T13:36:06,2026-09-11T13:36:49.496557,2026-09-11T13:44:54.720487,2026-09-11T13:45:12.720487,lunch,counter,1,false,
